anchor_p,actual_q,actual_offset,candidate_count,structural_survivor_count,structural_survivors,rule_x_survivor_count,rule_x_survivors,rule_x_true_rejected,survivor_lock_survivor_count,survivor_lock_survivors,survivor_lock_true_rejected,label_active_survivor_count,label_active_survivors,label_resolved_survivor_count,label_resolved_survivors,label_unresolved_survivor_count,label_unresolved_survivors,label_lock_true_rejected,label_lock_unique_resolved,label_lock_unique_resolved_match,lock_carrier,lock_carrier_offset,lock_carrier_d,lock_threat,lock_threat_offset,lock_threat_d,survivor_lock_carrier,survivor_lock_carrier_offset,survivor_lock_carrier_d,survivor_lock_threat,survivor_lock_threat_offset,survivor_lock_threat_d,label_lock_carrier,label_lock_carrier_offset,label_lock_carrier_d,label_lock_threat,label_lock_threat_offset,label_lock_threat_d,exact_survivor_count,exact_survivors,exact_unique_match
3821,3823,2,35,35,"[2, 6, 8, 12, 18, 20, 26, 30, 32, 36, 38, 42, 48, 50, 56, 60, 62, 66, 68, 72, 78, 80, 86, 90, 92, 96, 98, 102, 108, 110, 116, 120, 122, 126, 128]",1,[2],False,1,[2],False,1,[2],1,[2],0,[],False,True,True,3822,1,24,3824,3,10,3822,1,24,3824,3,10,3822,1,24,3824,3,10,1,[2],True
3823,3833,10,34,34,"[4, 6, 10, 16, 18, 24, 28, 30, 34, 36, 40, 46, 48, 54, 58, 60, 64, 66, 70, 76, 78, 84, 88, 90, 94, 96, 100, 106, 108, 114, 118, 120, 124, 126]",0,[],True,34,"[4, 6, 10, 16, 18, 24, 28, 30, 34, 36, 40, 46, 48, 54, 58, 60, 64, 66, 70, 76, 78, 84, 88, 90, 94, 96, 100, 106, 108, 114, 118, 120, 124, 126]",False,17,"[10, 24, 28, 30, 40, 54, 58, 66, 84, 88, 94, 96, 100, 106, 108, 120, 124]",1,[10],16,"[24, 28, 30, 40, 54, 58, 66, 84, 88, 94, 96, 100, 106, 108, 120, 124]",False,False,False,3824,1,10,3826,3,4,3826,3,4,,,,3826,3,4,,,,1,[10],True
3833,3847,14,34,34,"[6, 8, 14, 18, 20, 24, 26, 30, 36, 38, 44, 48, 50, 54, 56, 60, 66, 68, 74, 78, 80, 84, 86, 90, 96, 98, 104, 108, 110, 114, 116, 120, 126, 128]",0,[],True,34,"[6, 8, 14, 18, 20, 24, 26, 30, 36, 38, 44, 48, 50, 54, 56, 60, 66, 68, 74, 78, 80, 84, 86, 90, 96, 98, 104, 108, 110, 114, 116, 120, 126, 128]",False,16,"[14, 18, 20, 30, 44, 48, 56, 74, 78, 84, 86, 90, 96, 98, 110, 114]",1,[14],15,"[18, 20, 30, 44, 48, 56, 74, 78, 84, 86, 90, 96, 98, 110, 114]",False,False,False,3834,1,16,3835,2,8,3837,4,4,,,,3837,4,4,,,,1,[14],True
3847,3851,4,34,34,"[4, 6, 10, 12, 16, 22, 24, 30, 34, 36, 40, 42, 46, 52, 54, 60, 64, 66, 70, 72, 76, 82, 84, 90, 94, 96, 100, 102, 106, 112, 114, 120, 124, 126]",0,[],True,34,"[4, 6, 10, 12, 16, 22, 24, 30, 34, 36, 40, 42, 46, 52, 54, 60, 64, 66, 70, 72, 76, 82, 84, 90, 94, 96, 100, 102, 106, 112, 114, 120, 124, 126]",False,16,"[4, 6, 16, 30, 34, 42, 60, 64, 70, 72, 76, 82, 84, 96, 100, 120]",1,[4],15,"[6, 16, 30, 34, 42, 60, 64, 70, 72, 76, 82, 84, 96, 100, 120]",False,False,False,3848,1,16,3849,2,4,3849,2,4,,,,3849,2,4,,,,1,[4],True
3851,3853,2,35,35,"[2, 6, 8, 12, 18, 20, 26, 30, 32, 36, 38, 42, 48, 50, 56, 60, 62, 66, 68, 72, 78, 80, 86, 90, 92, 96, 98, 102, 108, 110, 116, 120, 122, 126, 128]",1,[2],False,1,[2],False,1,[2],1,[2],0,[],False,True,True,3852,1,18,3854,3,8,3852,1,18,3854,3,8,3852,1,18,3854,3,8,1,[2],True
3853,3863,10,34,34,"[4, 6, 10, 16, 18, 24, 28, 30, 34, 36, 40, 46, 48, 54, 58, 60, 64, 66, 70, 76, 78, 84, 88, 90, 94, 96, 100, 106, 108, 114, 118, 120, 124, 126]",2,"[4, 6]",True,34,"[4, 6, 10, 16, 18, 24, 28, 30, 34, 36, 40, 46, 48, 54, 58, 60, 64, 66, 70, 76, 78, 84, 88, 90, 94, 96, 100, 106, 108, 114, 118, 120, 124, 126]",False,14,"[10, 24, 28, 36, 54, 58, 64, 66, 70, 76, 78, 90, 94, 114]",1,[10],13,"[24, 28, 36, 54, 58, 64, 66, 70, 76, 78, 90, 94, 114]",False,False,False,3854,1,8,3859,6,4,3859,6,4,,,,3859,6,4,,,,1,[10],True
3863,3877,14,34,34,"[6, 8, 14, 18, 20, 24, 26, 30, 36, 38, 44, 48, 50, 54, 56, 60, 66, 68, 74, 78, 80, 84, 86, 90, 96, 98, 104, 108, 110, 114, 116, 120, 126, 128]",0,[],True,34,"[6, 8, 14, 18, 20, 24, 26, 30, 36, 38, 44, 48, 50, 54, 56, 60, 66, 68, 74, 78, 80, 84, 86, 90, 96, 98, 104, 108, 110, 114, 116, 120, 126, 128]",False,14,"[14, 18, 26, 44, 48, 54, 56, 60, 66, 68, 80, 84, 104, 126]",1,[14],13,"[18, 26, 44, 48, 54, 56, 60, 66, 68, 80, 84, 104, 126]",False,False,False,3864,1,32,3865,2,4,3865,2,4,,,,3865,2,4,,,,1,[14],True
3877,3881,4,34,34,"[4, 6, 10, 12, 16, 22, 24, 30, 34, 36, 40, 42, 46, 52, 54, 60, 64, 66, 70, 72, 76, 82, 84, 90, 94, 96, 100, 102, 106, 112, 114, 120, 124, 126]",0,[],True,2,"[4, 6]",False,1,[4],1,[4],0,[],False,True,True,3878,1,8,3879,2,6,3879,2,6,3883,6,4,3879,2,6,3883,6,4,1,[4],True
3881,3889,8,35,35,"[2, 6, 8, 12, 18, 20, 26, 30, 32, 36, 38, 42, 48, 50, 56, 60, 62, 66, 68, 72, 78, 80, 86, 90, 92, 96, 98, 102, 108, 110, 116, 120, 122, 126, 128]",1,[2],True,35,"[2, 6, 8, 12, 18, 20, 26, 30, 32, 36, 38, 42, 48, 50, 56, 60, 62, 66, 68, 72, 78, 80, 86, 90, 92, 96, 98, 102, 108, 110, 116, 120, 122, 126, 128]",False,15,"[8, 26, 30, 36, 38, 42, 48, 50, 62, 66, 86, 108, 120, 122, 126]",1,[8],14,"[26, 30, 36, 38, 42, 48, 50, 62, 66, 86, 108, 120, 122, 126]",False,False,False,3882,1,8,3883,2,4,3883,2,4,,,,3883,2,4,,,,1,[8],True
3889,3907,18,33,33,"[4, 10, 12, 18, 22, 24, 28, 30, 34, 40, 42, 48, 52, 54, 58, 60, 64, 70, 72, 78, 82, 84, 88, 90, 94, 100, 102, 108, 112, 114, 118, 120, 124]",0,[],True,33,"[4, 10, 12, 18, 22, 24, 28, 30, 34, 40, 42, 48, 52, 54, 58, 60, 64, 70, 72, 78, 82, 84, 88, 90, 94, 100, 102, 108, 112, 114, 118, 120, 124]",False,15,"[18, 22, 28, 30, 34, 40, 42, 54, 58, 78, 100, 112, 114, 118, 124]",1,[18],14,"[22, 28, 30, 34, 40, 42, 54, 58, 78, 100, 112, 114, 118, 124]",False,False,False,3890,1,8,3891,2,4,3891,2,4,,,,3891,2,4,,,,1,[18],True
3907,3911,4,34,34,"[4, 6, 10, 12, 16, 22, 24, 30, 34, 36, 40, 42, 46, 52, 54, 60, 64, 66, 70, 72, 76, 82, 84, 90, 94, 96, 100, 102, 106, 112, 114, 120, 124, 126]",0,[],True,34,"[4, 6, 10, 12, 16, 22, 24, 30, 34, 36, 40, 42, 46, 52, 54, 60, 64, 66, 70, 72, 76, 82, 84, 90, 94, 96, 100, 102, 106, 112, 114, 120, 124, 126]",False,17,"[4, 10, 12, 16, 22, 24, 36, 40, 60, 82, 94, 96, 100, 106, 112, 114, 120]",1,[4],16,"[10, 12, 16, 22, 24, 36, 40, 60, 82, 94, 96, 100, 106, 112, 114, 120]",False,False,False,3908,1,6,3909,2,4,3909,2,4,,,,3909,2,4,,,,1,[4],True
3911,3917,6,35,35,"[2, 6, 8, 12, 18, 20, 26, 30, 32, 36, 38, 42, 48, 50, 56, 60, 62, 66, 68, 72, 78, 80, 86, 90, 92, 96, 98, 102, 108, 110, 116, 120, 122, 126, 128]",1,[2],True,3,"[2, 6, 8]",False,2,"[6, 8]",1,[6],1,[8],False,False,False,3912,1,16,3913,2,8,3913,2,8,3921,10,4,3913,2,8,3921,10,4,1,[6],True
3917,3919,2,34,34,"[2, 6, 12, 14, 20, 24, 26, 30, 32, 36, 42, 44, 50, 54, 56, 60, 62, 66, 72, 74, 80, 84, 86, 90, 92, 96, 102, 104, 110, 114, 116, 120, 122, 126]",1,[2],False,1,[2],False,1,[2],1,[2],0,[],False,True,True,3918,1,8,3921,4,4,3918,1,8,3921,4,4,3918,1,8,3921,4,4,1,[2],True
3919,3923,4,33,33,"[4, 10, 12, 18, 22, 24, 28, 30, 34, 40, 42, 48, 52, 54, 58, 60, 64, 70, 72, 78, 82, 84, 88, 90, 94, 100, 102, 108, 112, 114, 118, 120, 124]",0,[],True,33,"[4, 10, 12, 18, 22, 24, 28, 30, 34, 40, 42, 48, 52, 54, 58, 60, 64, 70, 72, 78, 82, 84, 88, 90, 94, 100, 102, 108, 112, 114, 118, 120, 124]",False,14,"[4, 10, 12, 24, 28, 48, 70, 82, 84, 88, 94, 100, 102, 108]",1,[4],13,"[10, 12, 24, 28, 48, 70, 82, 84, 88, 94, 100, 102, 108]",False,False,False,3920,1,30,3921,2,4,3921,2,4,,,,3921,2,4,,,,1,[4],True
3923,3929,6,34,34,"[6, 8, 14, 18, 20, 24, 26, 30, 36, 38, 44, 48, 50, 54, 56, 60, 66, 68, 74, 78, 80, 84, 86, 90, 96, 98, 104, 108, 110, 114, 116, 120, 126, 128]",0,[],True,2,"[6, 8]",False,2,"[6, 8]",1,[6],1,[8],False,False,False,3924,1,18,3925,2,6,3925,2,6,3935,12,4,3925,2,6,3935,12,4,1,[6],True
3929,3931,2,34,34,"[2, 8, 12, 14, 18, 20, 24, 30, 32, 38, 42, 44, 48, 50, 54, 60, 62, 68, 72, 74, 78, 80, 84, 90, 92, 98, 102, 104, 108, 110, 114, 120, 122, 128]",1,[2],False,1,[2],False,1,[2],1,[2],0,[],False,True,True,3930,1,16,3932,3,6,3930,1,16,3932,3,6,3930,1,16,3932,3,6,1,[2],True
3931,3943,12,33,33,"[6, 10, 12, 16, 18, 22, 28, 30, 36, 40, 42, 46, 48, 52, 58, 60, 66, 70, 72, 76, 78, 82, 88, 90, 96, 100, 102, 106, 108, 112, 118, 120, 126]",0,[],True,33,"[6, 10, 12, 16, 18, 22, 28, 30, 36, 40, 42, 46, 48, 52, 58, 60, 66, 70, 72, 76, 78, 82, 88, 90, 96, 100, 102, 106, 108, 112, 118, 120, 126]",False,14,"[12, 16, 36, 58, 70, 72, 76, 82, 88, 90, 96, 118, 120, 126]",1,[12],13,"[16, 36, 58, 70, 72, 76, 82, 88, 90, 96, 118, 120, 126]",False,False,False,3932,1,6,3935,4,4,3935,4,4,,,,3935,4,4,,,,1,[12],True
3943,3947,4,34,34,"[4, 6, 10, 16, 18, 24, 28, 30, 34, 36, 40, 46, 48, 54, 58, 60, 64, 66, 70, 76, 78, 84, 88, 90, 94, 96, 100, 106, 108, 114, 118, 120, 124, 126]",0,[],True,34,"[4, 6, 10, 16, 18, 24, 28, 30, 34, 36, 40, 46, 48, 54, 58, 60, 64, 66, 70, 76, 78, 84, 88, 90, 94, 96, 100, 106, 108, 114, 118, 120, 124, 126]",False,13,"[4, 24, 46, 58, 60, 64, 70, 76, 78, 84, 106, 108, 114]",1,[4],12,"[24, 46, 58, 60, 64, 70, 76, 78, 84, 106, 108, 114]",False,False,False,3944,1,16,3945,2,8,3946,3,4,,,,3946,3,4,,,,1,[4],True
3947,3967,20,34,34,"[2, 6, 12, 14, 20, 24, 26, 30, 32, 36, 42, 44, 50, 54, 56, 60, 62, 66, 72, 74, 80, 84, 86, 90, 92, 96, 102, 104, 110, 114, 116, 120, 122, 126]",1,[2],True,34,"[2, 6, 12, 14, 20, 24, 26, 30, 32, 36, 42, 44, 50, 54, 56, 60, 62, 66, 72, 74, 80, 84, 86, 90, 92, 96, 102, 104, 110, 114, 116, 120, 122, 126]",False,13,"[20, 42, 54, 56, 60, 66, 72, 74, 80, 102, 104, 110, 126]",1,[20],12,"[42, 54, 56, 60, 66, 72, 74, 80, 102, 104, 110, 126]",False,False,False,3948,1,24,3949,2,4,3949,2,4,,,,3949,2,4,,,,1,[20],True
3967,3989,22,34,34,"[4, 6, 10, 12, 16, 22, 24, 30, 34, 36, 40, 42, 46, 52, 54, 60, 64, 66, 70, 72, 76, 82, 84, 90, 94, 96, 100, 102, 106, 112, 114, 120, 124, 126]",0,[],True,34,"[4, 6, 10, 12, 16, 22, 24, 30, 34, 36, 40, 42, 46, 52, 54, 60, 64, 66, 70, 72, 76, 82, 84, 90, 94, 96, 100, 102, 106, 112, 114, 120, 124, 126]",False,15,"[22, 34, 36, 40, 46, 52, 54, 60, 82, 84, 90, 106, 112, 124, 126]",1,[22],14,"[34, 36, 40, 46, 52, 54, 60, 82, 84, 90, 106, 112, 124, 126]",False,False,False,3968,1,16,3969,2,15,3973,6,4,,,,3973,6,4,,,,1,[22],True
3989,4001,12,34,34,"[2, 8, 12, 14, 18, 20, 24, 30, 32, 38, 42, 44, 48, 50, 54, 60, 62, 68, 72, 74, 78, 80, 84, 90, 92, 98, 102, 104, 108, 110, 114, 120, 122, 128]",1,[2],True,34,"[2, 8, 12, 14, 18, 20, 24, 30, 32, 38, 42, 44, 48, 50, 54, 60, 62, 68, 72, 74, 78, 80, 84, 90, 92, 98, 102, 104, 108, 110, 114, 120, 122, 128]",False,16,"[12, 14, 18, 24, 30, 32, 38, 60, 62, 68, 84, 90, 102, 104, 110, 122]",1,[12],15,"[14, 18, 24, 30, 32, 38, 60, 62, 68, 84, 90, 102, 104, 110, 122]",False,False,False,3990,1,32,3991,2,4,3991,2,4,,,,3991,2,4,,,,1,[12],True
4001,4003,2,35,35,"[2, 6, 8, 12, 18, 20, 26, 30, 32, 36, 38, 42, 48, 50, 56, 60, 62, 66, 68, 72, 78, 80, 86, 90, 92, 96, 98, 102, 108, 110, 116, 120, 122, 126, 128]",1,[2],False,1,[2],False,1,[2],1,[2],0,[],False,True,True,4002,1,16,4005,4,12,4002,1,16,4005,4,12,4002,1,16,4005,4,12,1,[2],True
4003,4007,4,34,34,"[4, 6, 10, 16, 18, 24, 28, 30, 34, 36, 40, 46, 48, 54, 58, 60, 64, 66, 70, 76, 78, 84, 88, 90, 94, 96, 100, 106, 108, 114, 118, 120, 124, 126]",0,[],True,34,"[4, 6, 10, 16, 18, 24, 28, 30, 34, 36, 40, 46, 48, 54, 58, 60, 64, 66, 70, 76, 78, 84, 88, 90, 94, 96, 100, 106, 108, 114, 118, 120, 124, 126]",False,16,"[4, 10, 16, 18, 24, 46, 48, 54, 70, 76, 88, 90, 96, 108, 124, 126]",1,[4],15,"[10, 16, 18, 24, 46, 48, 54, 70, 76, 88, 90, 96, 108, 124, 126]",False,False,False,4004,1,24,4005,2,12,4006,3,4,,,,4006,3,4,,,,1,[4],True
4007,4013,6,34,34,"[2, 6, 12, 14, 20, 24, 26, 30, 32, 36, 42, 44, 50, 54, 56, 60, 62, 66, 72, 74, 80, 84, 86, 90, 92, 96, 102, 104, 110, 114, 116, 120, 122, 126]",1,[2],True,34,"[2, 6, 12, 14, 20, 24, 26, 30, 32, 36, 42, 44, 50, 54, 56, 60, 62, 66, 72, 74, 80, 84, 86, 90, 92, 96, 102, 104, 110, 114, 116, 120, 122, 126]",False,16,"[6, 12, 14, 20, 42, 44, 50, 66, 72, 84, 86, 92, 104, 120, 122, 126]",1,[6],15,"[12, 14, 20, 42, 44, 50, 66, 72, 84, 86, 92, 104, 120, 122, 126]",False,False,False,4008,1,16,4009,2,4,4009,2,4,,,,4009,2,4,,,,1,[6],True
4013,4019,6,34,34,"[6, 8, 14, 18, 20, 24, 26, 30, 36, 38, 44, 48, 50, 54, 56, 60, 66, 68, 74, 78, 80, 84, 86, 90, 96, 98, 104, 108, 110, 114, 116, 120, 126, 128]",0,[],True,2,"[6, 8]",False,2,"[6, 8]",1,[6],1,[8],False,False,False,4014,1,12,4015,2,8,4015,2,8,4022,9,4,4015,2,8,4022,9,4,1,[6],True
4019,4021,2,34,34,"[2, 8, 12, 14, 18, 20, 24, 30, 32, 38, 42, 44, 48, 50, 54, 60, 62, 68, 72, 74, 78, 80, 84, 90, 92, 98, 102, 104, 108, 110, 114, 120, 122, 128]",1,[2],False,1,[2],False,1,[2],1,[2],0,[],False,True,True,4020,1,24,4022,3,4,4020,1,24,4022,3,4,4020,1,24,4022,3,4,1,[2],True
4021,4027,6,33,33,"[6, 10, 12, 16, 18, 22, 28, 30, 36, 40, 42, 46, 48, 52, 58, 60, 66, 70, 72, 76, 78, 82, 88, 90, 96, 100, 102, 106, 108, 112, 118, 120, 126]",33,"[6, 10, 12, 16, 18, 22, 28, 30, 36, 40, 42, 46, 48, 52, 58, 60, 66, 70, 72, 76, 78, 82, 88, 90, 96, 100, 102, 106, 108, 112, 118, 120, 126]",False,33,"[6, 10, 12, 16, 18, 22, 28, 30, 36, 40, 42, 46, 48, 52, 58, 60, 66, 70, 72, 76, 78, 82, 88, 90, 96, 100, 102, 106, 108, 112, 118, 120, 126]",False,14,"[6, 28, 30, 36, 52, 58, 70, 72, 78, 90, 106, 108, 112, 118]",1,[6],13,"[28, 30, 36, 52, 58, 70, 72, 78, 90, 106, 108, 112, 118]",False,False,False,4022,1,4,,,,4022,1,4,,,,4022,1,4,,,,1,[6],True
4027,4049,22,34,34,"[4, 6, 10, 12, 16, 22, 24, 30, 34, 36, 40, 42, 46, 52, 54, 60, 64, 66, 70, 72, 76, 82, 84, 90, 94, 96, 100, 102, 106, 112, 114, 120, 124, 126]",0,[],True,34,"[4, 6, 10, 12, 16, 22, 24, 30, 34, 36, 40, 42, 46, 52, 54, 60, 64, 66, 70, 72, 76, 82, 84, 90, 94, 96, 100, 102, 106, 112, 114, 120, 124, 126]",False,14,"[22, 24, 30, 46, 52, 64, 66, 72, 84, 100, 102, 106, 112, 126]",1,[22],13,"[24, 30, 46, 52, 64, 66, 72, 84, 100, 102, 106, 112, 126]",False,False,False,4028,1,12,4029,2,8,4031,4,4,,,,4031,4,4,,,,1,[22],True
4049,4051,2,34,34,"[2, 8, 12, 14, 18, 20, 24, 30, 32, 38, 42, 44, 48, 50, 54, 60, 62, 68, 72, 74, 78, 80, 84, 90, 92, 98, 102, 104, 108, 110, 114, 120, 122, 128]",1,[2],False,1,[2],False,1,[2],1,[2],0,[],False,True,True,4050,1,30,4052,3,6,4050,1,30,4052,3,6,4050,1,30,4052,3,6,1,[2],True
4051,4057,6,33,33,"[6, 10, 12, 16, 18, 22, 28, 30, 36, 40, 42, 46, 48, 52, 58, 60, 66, 70, 72, 76, 78, 82, 88, 90, 96, 100, 102, 106, 108, 112, 118, 120, 126]",0,[],True,33,"[6, 10, 12, 16, 18, 22, 28, 30, 36, 40, 42, 46, 48, 52, 58, 60, 66, 70, 72, 76, 78, 82, 88, 90, 96, 100, 102, 106, 108, 112, 118, 120, 126]",False,15,"[6, 22, 28, 40, 42, 48, 60, 76, 78, 82, 88, 102, 106, 108, 126]",1,[6],14,"[22, 28, 40, 42, 48, 60, 76, 78, 82, 88, 102, 106, 108, 126]",False,False,False,4052,1,6,4054,3,4,4054,3,4,,,,4054,3,4,,,,1,[6],True
4057,4073,16,34,34,"[4, 6, 10, 12, 16, 22, 24, 30, 34, 36, 40, 42, 46, 52, 54, 60, 64, 66, 70, 72, 76, 82, 84, 90, 94, 96, 100, 102, 106, 112, 114, 120, 124, 126]",34,"[4, 6, 10, 12, 16, 22, 24, 30, 34, 36, 40, 42, 46, 52, 54, 60, 64, 66, 70, 72, 76, 82, 84, 90, 94, 96, 100, 102, 106, 112, 114, 120, 124, 126]",False,34,"[4, 6, 10, 12, 16, 22, 24, 30, 34, 36, 40, 42, 46, 52, 54, 60, 64, 66, 70, 72, 76, 82, 84, 90, 94, 96, 100, 102, 106, 112, 114, 120, 124, 126]",False,14,"[16, 22, 34, 36, 42, 54, 70, 72, 76, 82, 96, 100, 102, 120]",1,[16],13,"[22, 34, 36, 42, 54, 70, 72, 76, 82, 96, 100, 102, 120]",False,False,False,4058,1,4,,,,4058,1,4,,,,4058,1,4,,,,1,[16],True
4073,4079,6,34,34,"[6, 8, 14, 18, 20, 24, 26, 30, 36, 38, 44, 48, 50, 54, 56, 60, 66, 68, 74, 78, 80, 84, 86, 90, 96, 98, 104, 108, 110, 114, 116, 120, 126, 128]",0,[],True,34,"[6, 8, 14, 18, 20, 24, 26, 30, 36, 38, 44, 48, 50, 54, 56, 60, 66, 68, 74, 78, 80, 84, 86, 90, 96, 98, 104, 108, 110, 114, 116, 120, 126, 128]",False,14,"[6, 18, 20, 26, 38, 54, 56, 60, 66, 80, 84, 86, 104, 128]",1,[6],13,"[18, 20, 26, 38, 54, 56, 60, 66, 80, 84, 86, 104, 128]",False,False,False,4074,1,16,4075,2,6,4078,5,4,,,,4078,5,4,,,,1,[6],True
4079,4091,12,34,34,"[2, 8, 12, 14, 18, 20, 24, 30, 32, 38, 42, 44, 48, 50, 54, 60, 62, 68, 72, 74, 78, 80, 84, 90, 92, 98, 102, 104, 108, 110, 114, 120, 122, 128]",1,[2],True,34,"[2, 8, 12, 14, 18, 20, 24, 30, 32, 38, 42, 44, 48, 50, 54, 60, 62, 68, 72, 74, 78, 80, 84, 90, 92, 98, 102, 104, 108, 110, 114, 120, 122, 128]",False,13,"[12, 14, 20, 32, 48, 50, 54, 60, 74, 78, 80, 98, 122]",1,[12],12,"[14, 20, 32, 48, 50, 54, 60, 74, 78, 80, 98, 122]",False,False,False,4080,1,40,4081,2,8,4083,4,4,,,,4083,4,4,,,,1,[12],True
4091,4093,2,35,35,"[2, 6, 8, 12, 18, 20, 26, 30, 32, 36, 38, 42, 48, 50, 56, 60, 62, 66, 68, 72, 78, 80, 86, 90, 92, 96, 98, 102, 108, 110, 116, 120, 122, 126, 128]",1,[2],False,1,[2],False,1,[2],1,[2],0,[],False,True,True,4092,1,24,4094,3,8,4092,1,24,4094,3,8,4092,1,24,4094,3,8,1,[2],True
4093,4099,6,34,34,"[4, 6, 10, 16, 18, 24, 28, 30, 34, 36, 40, 46, 48, 54, 58, 60, 64, 66, 70, 76, 78, 84, 88, 90, 94, 96, 100, 106, 108, 114, 118, 120, 124, 126]",1,[4],True,34,"[4, 6, 10, 16, 18, 24, 28, 30, 34, 36, 40, 46, 48, 54, 58, 60, 64, 66, 70, 76, 78, 84, 88, 90, 94, 96, 100, 106, 108, 114, 118, 120, 124, 126]",False,14,"[6, 18, 34, 36, 40, 46, 60, 64, 66, 84, 108, 118, 124, 126]",1,[6],13,"[18, 34, 36, 40, 46, 60, 64, 66, 84, 108, 118, 124, 126]",False,False,False,4094,1,8,4097,4,4,4097,4,4,,,,4097,4,4,,,,1,[6],True
4099,4111,12,33,33,"[4, 10, 12, 18, 22, 24, 28, 30, 34, 40, 42, 48, 52, 54, 58, 60, 64, 70, 72, 78, 82, 84, 88, 90, 94, 100, 102, 108, 112, 114, 118, 120, 124]",0,[],True,33,"[4, 10, 12, 18, 22, 24, 28, 30, 34, 40, 42, 48, 52, 54, 58, 60, 64, 70, 72, 78, 82, 84, 88, 90, 94, 100, 102, 108, 112, 114, 118, 120, 124]",False,13,"[12, 28, 30, 34, 40, 54, 58, 60, 78, 102, 112, 118, 120]",1,[12],12,"[28, 30, 34, 40, 54, 58, 60, 78, 102, 112, 118, 120]",False,False,False,4100,1,18,4101,2,4,4101,2,4,,,,4101,2,4,,,,1,[12],True
4111,4127,16,33,33,"[6, 10, 12, 16, 18, 22, 28, 30, 36, 40, 42, 46, 48, 52, 58, 60, 66, 70, 72, 76, 78, 82, 88, 90, 96, 100, 102, 106, 108, 112, 118, 120, 126]",0,[],True,33,"[6, 10, 12, 16, 18, 22, 28, 30, 36, 40, 42, 46, 48, 52, 58, 60, 66, 70, 72, 76, 78, 82, 88, 90, 96, 100, 102, 106, 108, 112, 118, 120, 126]",False,14,"[16, 18, 22, 28, 42, 46, 48, 66, 90, 100, 106, 108, 118, 120]",1,[16],13,"[18, 22, 28, 42, 46, 48, 66, 90, 100, 106, 108, 118, 120]",False,False,False,4112,1,10,4113,2,6,4115,4,4,,,,4115,4,4,,,,1,[16],True
4127,4129,2,34,34,"[2, 6, 12, 14, 20, 24, 26, 30, 32, 36, 42, 44, 50, 54, 56, 60, 62, 66, 72, 74, 80, 84, 86, 90, 92, 96, 102, 104, 110, 114, 116, 120, 122, 126]",1,[2],False,1,[2],False,1,[2],1,[2],0,[],False,True,True,4128,1,24,4130,3,16,4128,1,24,4130,3,16,4128,1,24,4130,3,16,1,[2],True
4129,4133,4,33,33,"[4, 10, 12, 18, 22, 24, 28, 30, 34, 40, 42, 48, 52, 54, 58, 60, 64, 70, 72, 78, 82, 84, 88, 90, 94, 100, 102, 108, 112, 114, 118, 120, 124]",0,[],True,1,[4],False,1,[4],1,[4],0,[],False,True,True,4130,1,16,4131,2,12,4132,3,6,4135,6,4,4132,3,6,4135,6,4,1,[4],True
4133,4139,6,34,34,"[6, 8, 14, 18, 20, 24, 26, 30, 36, 38, 44, 48, 50, 54, 56, 60, 66, 68, 74, 78, 80, 84, 86, 90, 96, 98, 104, 108, 110, 114, 116, 120, 126, 128]",0,[],True,34,"[6, 8, 14, 18, 20, 24, 26, 30, 36, 38, 44, 48, 50, 54, 56, 60, 66, 68, 74, 78, 80, 84, 86, 90, 96, 98, 104, 108, 110, 114, 116, 120, 126, 128]",False,16,"[6, 20, 24, 26, 44, 68, 78, 84, 86, 96, 98, 108, 110, 120, 126, 128]",1,[6],15,"[20, 24, 26, 44, 68, 78, 84, 86, 96, 98, 108, 110, 120, 126, 128]",False,False,False,4134,1,16,4135,2,4,4135,2,4,,,,4135,2,4,,,,1,[6],True
4139,4153,14,34,34,"[2, 8, 12, 14, 18, 20, 24, 30, 32, 38, 42, 44, 48, 50, 54, 60, 62, 68, 72, 74, 78, 80, 84, 90, 92, 98, 102, 104, 108, 110, 114, 120, 122, 128]",1,[2],True,34,"[2, 8, 12, 14, 18, 20, 24, 30, 32, 38, 42, 44, 48, 50, 54, 60, 62, 68, 72, 74, 78, 80, 84, 90, 92, 98, 102, 104, 108, 110, 114, 120, 122, 128]",False,15,"[14, 18, 20, 38, 62, 72, 78, 80, 90, 92, 102, 104, 114, 120, 122]",1,[14],14,"[18, 20, 38, 62, 72, 78, 80, 90, 92, 102, 104, 114, 120, 122]",False,False,False,4140,1,36,4141,2,4,4141,2,4,,,,4141,2,4,,,,1,[14],True
4153,4157,4,34,34,"[4, 6, 10, 16, 18, 24, 28, 30, 34, 36, 40, 46, 48, 54, 58, 60, 64, 66, 70, 76, 78, 84, 88, 90, 94, 96, 100, 106, 108, 114, 118, 120, 124, 126]",0,[],True,2,"[4, 6]",False,2,"[4, 6]",1,[4],1,[6],False,False,False,4154,1,8,4156,3,6,4156,3,6,4162,9,4,4156,3,6,4162,9,4,1,[4],True
4157,4159,2,34,34,"[2, 6, 12, 14, 20, 24, 26, 30, 32, 36, 42, 44, 50, 54, 56, 60, 62, 66, 72, 74, 80, 84, 86, 90, 92, 96, 102, 104, 110, 114, 116, 120, 122, 126]",1,[2],False,1,[2],False,1,[2],1,[2],0,[],False,True,True,4158,1,32,4160,3,28,4158,1,32,4160,3,28,4158,1,32,4160,3,28,1,[2],True
