scale,q,candidate,factor_signature,third_factor,third_remainder,fourth_factor,fourth_remainder,fourth_remainder_tau,fourth_remainder_family,fourth_remainder_signature,fourth_strip_terminal,fourth_strip_accounted
1000000000000000000,999999999999893597,999999999999893599,7^2*17*19*97*1451*3191*140681,17,1200480192076703,19,63183168004037,16,multi_prime_family,97*1451*3191*140681,fifth_layer_multi_prime,False
1000000000000000000,999999999999887027,999999999999887029,11*13^3*41*593*1701918299,13,537923614846631,13,41378739603587,8,multi_prime_family,41*593*1701918299,fifth_layer_multi_prime,False
1000000000000000000,999999999999876269,999999999999876271,11*19*31*37^2*3449*32688529,31,154344806297249,37,4171481251277,8,multi_prime_family,37*3449*32688529,fifth_layer_multi_prime,False
1000000000000000000,999999999999873809,999999999999873811,17*61*83*97*2357*3733*13613,83,11618315111941,97,119776444453,8,multi_prime_family,2357*3733*13613,fifth_layer_multi_prime,False
1000000000000000000,999999999999848741,999999999999848743,7*23*31*37*181*257*116412337,31,200360649168473,37,5415152680229,8,multi_prime_family,181*257*116412337,fifth_layer_multi_prime,False
1000000000000000000,999999999999839207,999999999999839209,7^3*53*101*277*641*3067403,7,2915451895043263,53,55008526321571,16,multi_prime_family,101*277*641*3067403,fifth_layer_multi_prime,False
1000000000000000000,999999999999828617,999999999999828619,11^3*19*1229*6701*4801499,11,751314800901449,19,39542884257971,8,multi_prime_family,1229*6701*4801499,fifth_layer_multi_prime,False
1000000000000000000,999999999999822281,999999999999822283,7*11*29*211*911*3391*687041,29,447828034034851,211,2122407744241,8,multi_prime_family,911*3391*687041,fifth_layer_multi_prime,False
1000000000000000000,999999999999803339,999999999999803341,7^2*11*23*67*239*1289*3908029,11,1855287569572919,23,80664676937953,16,multi_prime_family,67*239*1289*3908029,fifth_layer_multi_prime,False
1000000000000000000,999999999999795947,999999999999795949,7*11^2*157*1697*3413*1298371,11,1180637544273667,157,7519984358431,8,multi_prime_family,1697*3413*1298371,fifth_layer_multi_prime,False
1000000000000000000,999999999999792317,999999999999792319,11^2*41*331*761*24859*32191,41,201572263656479,331,608979648509,8,multi_prime_family,761*24859*32191,fifth_layer_multi_prime,False
1000000000000000000,999999999999790697,999999999999790699,7^2*13^2*139*379*16417*139627,13,1569858712715527,13,120758362516579,16,multi_prime_family,139*379*16417*139627,fifth_layer_multi_prime,False
1000000000000000000,999999999999789059,999999999999789061,7*13*19*47*661*71647*259841,19,578368999421509,47,12305723391947,8,multi_prime_family,661*71647*259841,fifth_layer_multi_prime,False
1000000000000000000,999999999999778061,999999999999778063,11*13*31*47*353*431*31546591,31,225580870742111,47,4799592994513,8,multi_prime_family,353*431*31546591,fifth_layer_multi_prime,False
1000000000000000000,999999999999776807,999999999999776809,11*17*67^2*103*563*20542967,67,79814829595321,67,1191266113363,8,multi_prime_family,103*563*20542967,fifth_layer_multi_prime,False
1000000000000000000,999999999999764669,999999999999764671,17*31*101*137*977*1289*108893,101,18787457493373,137,137134726229,8,multi_prime_family,977*1289*108893,fifth_layer_multi_prime,False
1000000000000000000,999999999999762221,999999999999762223,7*11*17*251*3719*11239*72817,17,763941940412347,251,3043593388097,8,multi_prime_family,3719*11239*72817,fifth_layer_multi_prime,False
1000000000000000000,999999999999759071,999999999999759073,7*53*73*127*367*21799*36341,73,36923531366531,127,290736467453,8,multi_prime_family,367*21799*36341,fifth_layer_multi_prime,False
1000000000000000000,999999999999726017,999999999999726019,7^3*19*109*241*5841289603,7,2915451895042933,19,153444836581207,8,multi_prime_family,109*241*5841289603,fifth_layer_multi_prime,False
1000000000000000000,999999999999720431,999999999999720433,7^2*19*79*101*42457*3170681,19,1074113856068443,79,13596377924917,8,multi_prime_family,101*42457*3170681,fifth_layer_multi_prime,False
1000000000000000000,999999999999719717,999999999999719719,7*11^2*13^2*170669*40933157,11,1180637544273577,13,90818272636429,8,multi_prime_family,13*170669*40933157,fifth_layer_multi_prime,False
1000000000000000000,999999999999712037,999999999999712039,17^3*61*179*461*40436117,17,203541624262103,61,3336747938723,8,multi_prime_family,179*461*40436117,fifth_layer_multi_prime,False
1000000000000000000,999999999999699557,999999999999699559,7^2*37*103*811*1699*3886429,37,551571980143243,103,5355067768381,8,multi_prime_family,811*1699*3886429,fifth_layer_multi_prime,False
1000000000000000000,999999999999699011,999999999999699013,7*23^2*31*83*2621*5869*6823,23,270051309748771,31,8711332572541,16,multi_prime_family,83*2621*5869*6823,fifth_layer_multi_prime,False
1000000000000000000,999999999999689489,999999999999689491,11*23^3*41*1543*118106561,23,171850833476489,23,7471775368543,8,multi_prime_family,41*1543*118106561,fifth_layer_multi_prime,False
1000000000000000000,999999999999679859,999999999999679861,7^2*13*43*3391*30319*355099,13,1569858712715353,43,36508342156171,8,multi_prime_family,3391*30319*355099,fifth_layer_multi_prime,False
1000000000000000000,999999999999673979,999999999999673981,7^2*11^2*79*647*3299796653,11,1855287569572679,11,168662506324789,8,multi_prime_family,79*647*3299796653,fifth_layer_multi_prime,False
1000000000000000000,999999999999668099,999999999999668101,7^2*23*139*499*1279*10002077,23,887311446317363,139,6383535585017,8,multi_prime_family,499*1279*10002077,fifth_layer_multi_prime,False
1000000000000000000,999999999999661061,999999999999661063,13*23*89*271*307*5471*82559,89,37578445003933,271,138665848723,8,multi_prime_family,307*5471*82559,fifth_layer_multi_prime,False
1000000000000000000,999999999999653651,999999999999653653,7*11^2*13*71*1993*641811641,11,1180637544273499,13,90818272636423,8,multi_prime_family,71*1993*641811641,fifth_layer_multi_prime,False
1000000000000000000,999999999999642731,999999999999642733,7*13*239*281*809*1063*190271,239,45979125477017,281,163626781057,8,multi_prime_family,809*1063*190271,fifth_layer_multi_prime,False
1000000000000000000,999999999999641639,999999999999641641,7^4*11*13^2*761*2917*100927,7,2915451895042687,7,416493127863241,48,multi_prime_family,11*13^2*761*2917*100927,fifth_layer_multi_prime,False
1000000000000000000,999999999999640517,999999999999640519,11*19^2*157*1153*4547*305947,19,251825736590189,157,1603985583377,8,multi_prime_family,1153*4547*305947,fifth_layer_multi_prime,False
1000000000000000000,999999999999634709,999999999999634711,7*11*29*43*179*37189*1564499,29,447828034034767,43,10414605442669,8,multi_prime_family,179*37189*1564499,fifth_layer_multi_prime,False
1000000000000000000,999999999999614381,999999999999614383,7*11*31*53*101*773*1279*79159,31,418935902806709,53,7904450996353,16,multi_prime_family,101*773*1279*79159,fifth_layer_multi_prime,False
1000000000000000000,999999999999613037,999999999999613039,7*23*43*103*2467*18919*30047,43,144446049400493,103,1402388829131,8,multi_prime_family,2467*18919*30047,fifth_layer_multi_prime,False
1000000000000000000,999999999999607619,999999999999607621,7*43*79*163*331*3253*239611,79,42053913116599,163,257999466973,8,multi_prime_family,331*3253*239611,fifth_layer_multi_prime,False
1000000000000000000,999999999999602897,999999999999602899,11*17*19*41*83*4057*20386273,19,281452293836083,41,6864690093563,8,multi_prime_family,83*4057*20386273,fifth_layer_multi_prime,False
1000000000000000000,999999999999586367,999999999999586369,7^2*19^2*139*3769*107908531,19,1074113856068299,19,56532308214121,8,multi_prime_family,139*3769*107908531,fifth_layer_multi_prime,False
1000000000000000000,999999999999580487,999999999999580489,7^2*13*59*83*467657*685493,13,1569858712715197,59,26607774791783,8,multi_prime_family,83*467657*685493,fifth_layer_multi_prime,False
1000000000000000000,999999999999579599,999999999999579601,11^2*31*547*2447*6959*28621,31,266595574513351,547,487377649933,8,multi_prime_family,2447*6959*28621,fifth_layer_multi_prime,False
1000000000000000000,999999999999571499,999999999999571501,7*23*43*131*137*6977*1153573,43,144446049400487,131,1102641598477,8,multi_prime_family,137*6977*1153573,fifth_layer_multi_prime,False
1000000000000000000,999999999999569567,999999999999569569,7*11*13*23*829*77351*677357,13,999000999000569,23,43434826043503,8,multi_prime_family,829*77351*677357,fifth_layer_multi_prime,False
1000000000000000000,999999999999540797,999999999999540799,7^4*43*809*54647*219091,7,2915451895042393,7,416493127863199,16,multi_prime_family,43*809*54647*219091,fifth_layer_multi_prime,False
